Title,DOI
VoxelContrast: Voxel Contrast-Based Unsupervised Learning for 3D Point Clouds.,https://doi.org/10.1109/IROS58592.2024.10802435
Improving Out-of-Distribution Generalization of Trajectory Prediction for Autonomous Driving via Polynomial Representations.,https://doi.org/10.1109/IROS58592.2024.10801535
Real-time Coordinated Motion Generation: A Hierarchical Deep Predictive Learning Model for Bimanual Tasks.,https://doi.org/10.1109/IROS58592.2024.10801317
An LSTM-based Model to Recognize Driving Style and Predict Acceleration.,https://doi.org/10.1109/IROS58592.2024.10802611
Loss Distillation via Gradient Matching for Point Cloud Completion with Weighted Chamfer Distance.,https://doi.org/10.1109/IROS58592.2024.10801828
Event-based Few-shot Fine-grained Human Action Recognition.,https://doi.org/10.1109/IROS58592.2024.10801824
FI-SLAM: Feature Fusion and Instance Reconstruction for Neural Implicit SLAM.,https://doi.org/10.1109/IROS58592.2024.10802296
PolyFit: A Peg-in-hole Assembly Framework for Unseen Polygon Shapes via Sim-to-real Adaptation.,https://doi.org/10.1109/IROS58592.2024.10802554
Waypoint-Based Reinforcement Learning for Robot Manipulation Tasks.,https://doi.org/10.1109/IROS58592.2024.10802681
Reinforcement Learning of Dolly-In Filming Using a Ground-Based Robot.,https://doi.org/10.1109/IROS58592.2024.10802717
Disentangled Acoustic Fields For Multimodal Physical Scene Understanding.,https://doi.org/10.1109/IROS58592.2024.10802429
Kinematics-aware Trajectory Generation and Prediction with Latent Stochastic Differential Modeling.,https://doi.org/10.1109/IROS58592.2024.10802438
Ag2Manip: Learning Novel Manipulation Skills with Agent-Agnostic Visual and Action Representations.,https://doi.org/10.1109/IROS58592.2024.10801835
Bi-CL: A Reinforcement Learning Framework for Robots Coordination Through Bi-level Optimization.,https://doi.org/10.1109/IROS58592.2024.10801728
Image-Based Deep Reinforcement Learning with Intrinsically Motivated Stimuli: On the Execution of Complex Robotic Tasks.,https://doi.org/10.1109/IROS58592.2024.10801857
Mitigating Adversarial Perturbations for Deep Reinforcement Learning via Vector Quantization.,https://doi.org/10.1109/IROS58592.2024.10802066
Gradient-based Regularization for Action Smoothness in Robotic Control with Reinforcement Learning.,https://doi.org/10.1109/IROS58592.2024.10801464
Towards Accurate And Robust Dynamics and Reward Modeling for Model-Based Offline Inverse Reinforcement Learning.,https://doi.org/10.1109/IROS58592.2024.10802715
Meta SAC-Lag: Towards Deployable Safe Reinforcement Learning via MetaGradient-based Hyperparameter Tuning.,https://doi.org/10.1109/IROS58592.2024.10802547
Benchmarking Smoothness and Reducing High-Frequency Oscillations in Continuous Control Policies.,https://doi.org/10.1109/IROS58592.2024.10802057
Deeper Introspective SLAM: How to Avoid Tracking Failures Over Longer Routes?,https://doi.org/10.1109/IROS58592.2024.10801911
Hierarchical Consensus-Based Multi-Agent Reinforcement Learning for Multi-Robot Cooperation Tasks.,https://doi.org/10.1109/IROS58592.2024.10802212
DEAR: Disentangled Environment and Agent Representations for Reinforcement Learning without Reconstruction.,https://doi.org/10.1109/IROS58592.2024.10801730
Task and Domain Adaptive Reinforcement Learning for Robot Control.,https://doi.org/10.1109/IROS58592.2024.10801963
Model-based Policy Optimization using Symbolic World Model.,https://doi.org/10.1109/IROS58592.2024.10801405
BayRnTune: Adaptive Bayesian Domain Randomization via Strategic Fine-tuning.,https://doi.org/10.1109/IROS58592.2024.10802145
Scalable Multi-Agent Reinforcement Learning for Warehouse Logistics with Robotic and Human Co-Workers.,https://doi.org/10.1109/IROS58592.2024.10802813
Learning When to Stop: Efficient Active Tactile Perception with Deep Reinforcement Learning.,https://doi.org/10.1109/IROS58592.2024.10801966
TopoNav: Topological Navigation for Efficient Exploration in Sparse Reward Environments.,https://doi.org/10.1109/IROS58592.2024.10802380
Learning-based Adaptive Control of Quadruped Robots for Active Stabilization on Moving Platforms.,https://doi.org/10.1109/IROS58592.2024.10802150
Koopman Dynamic Modeling for Global and Unified Representations of Rigid Body Systems Making and Breaking Contact.,https://doi.org/10.1109/IROS58592.2024.10801737
Neuromorphic force-control in an industrial task: validating energy and latency benefits.,https://doi.org/10.1109/IROS58592.2024.10802430
Zero-Shot Transfer of a Tactile-based Continuous Force Control Policy from Simulation to Robot.,https://doi.org/10.1109/IROS58592.2024.10802386
A Proxy-Tactile Reactive Control for Robots Moving in Clutter.,https://doi.org/10.1109/IROS58592.2024.10802341
Position Control of a Low-Energy C-Core Reluctance Actuator in a Motion System.,https://doi.org/10.1109/IROS58592.2024.10802109
Improved Contact Stability for Admittance Control of Industrial Robots with Inverse Model Compensation.,https://doi.org/10.1109/IROS58592.2024.10802440
Current-Based Impedance Control for Interacting with Mobile Manipulators.,https://doi.org/10.1109/IROS58592.2024.10802856
Response Improvement of Hydraulic Robotic Joints via a Force Servo and Inverted Pendulum Demo.,https://doi.org/10.1109/IROS58592.2024.10802664
Development of a Spherical Wheel-legged Composite Mobile Robot with Multimodal Motion Capabilities.,https://doi.org/10.1109/IROS58592.2024.10801641
Segmented Safety Docking Control for Mobile Self-Reconfigurable Robots.,https://doi.org/10.1109/IROS58592.2024.10802209
Attitude Control of the Hydrobatic Intervention AUV Cuttlefish using Incremental Nonlinear Dynamic Inversion.,https://doi.org/10.1109/IROS58592.2024.10802674
Robot Guided Evacuation with Viewpoint Constraints.,https://doi.org/10.1109/IROS58592.2024.10802741
Virtual model control for compliant reaching under uncertainties.,https://doi.org/10.1109/IROS58592.2024.10801592
Online Adaptation of Learned Vehicle Dynamics Model with Meta-Learning Approach.,https://doi.org/10.1109/IROS58592.2024.10801427
An Online Automatic Calibration Method for Infrastructure-Based LiDAR-Camera via Cross-modal Object Matching.,https://doi.org/10.1109/IROS58592.2024.10802407
EasyHeC++: Fully Automatic Hand-Eye Calibration with Pretrained Image Models.,https://doi.org/10.1109/IROS58592.2024.10801359
A Direct Algorithm for Multi-Gyroscope Infield Calibration.,https://doi.org/10.1109/IROS58592.2024.10801933
Sensor-agnostic Visuo-Tactile Robot Calibration Exploiting Assembly-Precision Model Geometries.,https://doi.org/10.1109/IROS58592.2024.10801647
Extrinsic Calibration of Multiple LiDARs for a Mobile Robot based on Floor Plane And Object Segmentation.,https://doi.org/10.1109/IROS58592.2024.10802291
Research of calibration method for fusion of LDS sensor and ToF low-cost sensor.,https://doi.org/10.1109/IROS58592.2024.10801424
Efficient Extrinsic Self-Calibration of Multiple IMUs using Measurement Subset Selection.,https://doi.org/10.1109/IROS58592.2024.10802604
MFCalib: Single-shot and Automatic Extrinsic Calibration for LiDAR and Camera in Targetless Environments Based on Multi-Feature Edge.,https://doi.org/10.1109/IROS58592.2024.10802395
A Graph-Based Self-Calibration Technique for Cable-Driven Robots with Sagging Cable.,https://doi.org/10.1109/IROS58592.2024.10802627
Uncertainty-Aware Deployment of Pre-trained Language-Conditioned Imitation Learning Policies.,https://doi.org/10.1109/IROS58592.2024.10802849
MEMROC: Multi-Eye to Mobile RObot Calibration.,https://doi.org/10.1109/IROS58592.2024.10801771
V2I-Calib: A Novel Calibration Approach for Collaborative Vehicle and Infrastructure LiDAR Systems.,https://doi.org/10.1109/IROS58592.2024.10802098
A Piecewise-weighted RANSAC Method Utilizing Abandoned Hypothesis Model Information with a New Application on Robot Self-calibration.,https://doi.org/10.1109/IROS58592.2024.10802682
A Hybrid Model and Learning-Based Force Estimation Framework for Surgical Robots.,https://doi.org/10.1109/IROS58592.2024.10802648
Asynchronous Microphone Array Calibration using Hybrid TDOA Information.,https://doi.org/10.1109/IROS58592.2024.10801363
NeSyMoF: A Neuro-Symbolic Model for Motion Forecasting.,https://doi.org/10.1109/IROS58592.2024.10801779
Improving behavior profile discovery for vehicles.,https://doi.org/10.1109/IROS58592.2024.10802505
Applying Neural Monte Carlo Tree Search to Unsignalized Multi-intersection Scheduling for Autonomous Vehicles.,https://doi.org/10.1109/IROS58592.2024.10801887
Deep Stochastic Kinematic Models for Probabilistic Motion Forecasting in Traffic.,https://doi.org/10.1109/IROS58592.2024.10802164
Realistic Rainy Weather Simulation for LiDARs in CARLA Simulator.,https://doi.org/10.1109/IROS58592.2024.10802036
Multi-agent Path Finding for Mixed Autonomy Traffic Coordination.,https://doi.org/10.1109/IROS58592.2024.10802051
SurrealDriver: Designing LLM-powered Generative Driver Agent Framework based on Human Drivers' Driving-thinking Data.,https://doi.org/10.1109/IROS58592.2024.10802229
Learning dynamics models for velocity estimation in autonomous racing.,https://doi.org/10.1109/IROS58592.2024.10802481
Large Language Models Powered Context-aware Motion Prediction in Autonomous Driving.,https://doi.org/10.1109/IROS58592.2024.10802397
A Data-Informed Analysis of Scalable Supervision for Safety in Autonomous Vehicle Fleets.,https://doi.org/10.1109/IROS58592.2024.10801392
SmartPathfinder: Pushing the Limits of Heuristic Solutions for Vehicle Routing Problem with Drones Using Reinforcement Learning.,https://doi.org/10.1109/IROS58592.2024.10801949
Agent-Agnostic Centralized Training for Decentralized Multi-Agent Cooperative Driving.,https://doi.org/10.1109/IROS58592.2024.10801946
HeteroLight: A General and Efficient Learning Approach for Heterogeneous Traffic Signal Control.,https://doi.org/10.1109/IROS58592.2024.10801524
Multi-Uncertainty Aware Autonomous Cooperative Planning.,https://doi.org/10.1109/IROS58592.2024.10802006
Adversarial Attack on Trajectory Prediction for Autonomous Vehicles with Generative Adversarial Networks.,https://doi.org/10.1109/IROS58592.2024.10802234
Active Vehicle Re-localization Based on Non-repetitive LiDAR with Gimbal Motion Strategy.,https://doi.org/10.1109/IROS58592.2024.10802042
Geometry-aided Underwater 3D Mapping Using Side-scan Sonar.,https://doi.org/10.1109/IROS58592.2024.10801520
Thermal-NeRF: Neural Radiance Fields from an Infrared Camera.,https://doi.org/10.1109/IROS58592.2024.10802480
CSR: A Lightweight Crowdsourced Road Structure Reconstruction System for Autonomous Driving.,https://doi.org/10.1109/IROS58592.2024.10801299
Neural Semantic Map-Learning for Autonomous Vehicles.,https://doi.org/10.1109/IROS58592.2024.10802211
On the 3D trochoidal motion model of LiDAR sensors placed off-centered inside spherical mobile mapping systems.,https://doi.org/10.1109/IROS58592.2024.10801675
V-PRISM: Probabilistic Mapping of Unknown Tabletop Scenes.,https://doi.org/10.1109/IROS58592.2024.10802358
Enhancing Online Road Network Perception and Reasoning with Standard Definition Maps.,https://doi.org/10.1109/IROS58592.2024.10801423
Teaching Robots Where To Go And How To Act With Human Sketches via Spatial Diagrammatic Instructions.,https://doi.org/10.1109/IROS58592.2024.10801371
DHP-Mapping: A Dense Panoptic Mapping System with Hierarchical World Representation and Label Optimization Techniques.,https://doi.org/10.1109/IROS58592.2024.10802278
RMap: Millimeter-Wave Radar Mapping Through Volumetric Upsampling.,https://doi.org/10.1109/IROS58592.2024.10801827
A Novel Framework for Structure Descriptors-Guided Hand-drawn Floor Plan Reconstruction.,https://doi.org/10.1109/IROS58592.2024.10802609
PSS-BA: LiDAR Bundle Adjustment with Progressive Spatial Smoothing.,https://doi.org/10.1109/IROS58592.2024.10802614
ν-DBA: Neural Implicit Dense Bundle Adjustment Enables Image-Only Driving Scene Reconstruction.,https://doi.org/10.1109/IROS58592.2024.10801847
FRAGG-Map: Frustum Accelerated GPU-Based Grid Map.,https://doi.org/10.1109/IROS58592.2024.10801590
OpenOcc: Open Vocabulary 3D Scene Reconstruction via Occupancy Representation.,https://doi.org/10.1109/IROS58592.2024.10801860
Text2Map: From Navigational Instructions to Graph-Based Indoor Map Representations Using LLMs.,https://doi.org/10.1109/IROS58592.2024.10802370
Decentralized Linear Convoying for Underactuated Surface Craft with Partial State Coupling.,https://doi.org/10.1109/IROS58592.2024.10802418
Opti-Acoustic Semantic SLAM with Unknown Objects in Underwater Environments.,https://doi.org/10.1109/IROS58592.2024.10802819
Development of Contextual Collision Risk Framework for Operational Envelope of Autonomous Navigation System.,https://doi.org/10.1109/IROS58592.2024.10801615
IMU-based Monitoring of Buoy-Ballast System through Cable Dynamics Simulation.,https://doi.org/10.1109/IROS58592.2024.10802858
TURTLMap: Real-time Localization and Dense Mapping of Low-texture Underwater Environments with a Low-cost Unmanned Underwater Vehicle.,https://doi.org/10.1109/IROS58592.2024.10801692
Towards a Factor Graph-Based Method using Angular Rates for Full Magnetometer Calibration and Gyroscope Bias Estimation.,https://doi.org/10.1109/IROS58592.2024.10801438
Efficient Feature Mapping Using a Collaborative Team of AUVs.,https://doi.org/10.1109/IROS58592.2024.10802456
Real-Time Horizon Locking on Unmanned Surface Vehicles.,https://doi.org/10.1109/IROS58592.2024.10801836
Adaptive Control Barrier Functions for Near-Structure ROV Operations.,https://doi.org/10.1109/IROS58592.2024.10801882
Integrated 3DOF Trajectory Tracking Control for Under-actuated Marine Surface Vehicles By Trajectory Linearization.,https://doi.org/10.1109/IROS58592.2024.10802669
SAVOR: Sonar-Aided Visual Odometry and Reconstruction for Autonomous Underwater Vehicles*.,https://doi.org/10.1109/IROS58592.2024.10801846
Prediction of Acoustic Communication Performance for AUVs using Gaussian Process Classification.,https://doi.org/10.1109/IROS58592.2024.10802108
This is the Way: Mitigating the Roll of an Autonomous Uncrewed Surface Vessel in Wavy Conditions Using Model Predictive Control*.,https://doi.org/10.1109/IROS58592.2024.10801593
A Deep Reinforcement Learning Framework and Methodology for Reducing the Sim-to-Real Gap in ASV Navigation.,https://doi.org/10.1109/IROS58592.2024.10802067
OAS-GPUCB: On-the-way Adaptive Sampling Using GPUCB for Bathymetry Mapping.,https://doi.org/10.1109/IROS58592.2024.10801947
Interpretation of Legged Locomotion in Underwater Robots based on Rimless Wheel Model.,https://doi.org/10.1109/IROS58592.2024.10801686
Risk-Averse Planning and Plan Assessment for Marine Robots.,https://doi.org/10.1109/IROS58592.2024.10802496
MANIP: A Modular Architecture for Integrating Interactive Perception for Robot Manipulation.,https://doi.org/10.1109/IROS58592.2024.10801746
Kinematic Modeling of Twisted String Actuator Based on Invertible Neural Networks.,https://doi.org/10.1109/IROS58592.2024.10802799
CubiX: Portable Wire-Driven Parallel Robot Connecting to and Utilizing the Environment.,https://doi.org/10.1109/IROS58592.2024.10802299
Formalization of Temporal and Spatial Constraints of Bimanual Manipulation Categories.,https://doi.org/10.1109/IROS58592.2024.10801861
Design and implementation of a novel wheel-based cable inspection robot.,https://doi.org/10.1109/IROS58592.2024.10802131
Towards Electricity-free Pneumatic Miniature Rotation Actuator for Optical Coherence Tomography Endoscopy.,https://doi.org/10.1109/IROS58592.2024.10802388
ICR-based Kinematics for Wheeled Skid-Steer Vehicles on Firm Slopes*.,https://doi.org/10.1109/IROS58592.2024.10801776
Enhancing Robustness in Manipulability Assessment: The Pseudo-Ellipsoid Approach.,https://doi.org/10.1109/IROS58592.2024.10801492
Navigated Locomotion and Controllable Splitting of a Microswarm in a Complex Environment.,https://doi.org/10.1109/IROS58592.2024.10801336
NanoNeRF: Robot-assisted Nanoscale 360° reconstruction with neural radiance field under scanning electron microscope.,https://doi.org/10.1109/IROS58592.2024.10802598
A New 10-mg SMA-Based Fast Bimorph Actuator for Microrobotics.,https://doi.org/10.1109/IROS58592.2024.10802033
On a Magnetically Driven Array System with Autonomous Motion and Object Delivery for Biomedical Microrobots.,https://doi.org/10.1109/IROS58592.2024.10801712
Analysis of Lockable Passive Prismatic and Revolute Joints.,https://doi.org/10.1109/IROS58592.2024.10801950
Development of a Novel Redundant Parallel Mechanism with Enlarged Workspace and Enhanced Dexterity for Fracture Reduction Surgery.,https://doi.org/10.1109/IROS58592.2024.10801501
External Interaction Estimation of 6-PSS Parallel Robots with Embodied Mechanical Intelligence.,https://doi.org/10.1109/IROS58592.2024.10801416
Abstraction of the Body Ability of the Transformer Robot System for the Transportation and Installation of Heavy Objects in Land and Underwater Environments.,https://doi.org/10.1109/IROS58592.2024.10801309
FogROS2-FT: Fault Tolerant Cloud Robotics.,https://doi.org/10.1109/IROS58592.2024.10802613
On the Modularity of Elementary Dynamic Actions.,https://doi.org/10.1109/IROS58592.2024.10801502
Millipede-Inspired Multi-legged Magnetic Soft Robots for Targeted Locomotion in Tortuous Environments.,https://doi.org/10.1109/IROS58592.2024.10802069
DiMSam: Diffusion Models as Samplers for Task and Motion Planning under Partial Observability.,https://doi.org/10.1109/IROS58592.2024.10802746
Evidential Semantic Mapping in Off-road Environments with Uncertainty-aware Bayesian Kernel Inference.,https://doi.org/10.1109/IROS58592.2024.10802766
Spike-based high energy efficiency and accuracy tracker for Robot.,https://doi.org/10.1109/IROS58592.2024.10801326
BEVCar: Camera-Radar Fusion for BEV Map and Object Segmentation.,https://doi.org/10.1109/IROS58592.2024.10802147
Multimodal Evolutionary Encoder for Continuous Vision-Language Navigation.,https://doi.org/10.1109/IROS58592.2024.10802484
BonnBeetClouds3D: A Dataset Towards Point Cloud-Based Organ-Level Phenotyping of Sugar Beet Plants Under Real Field Conditions.,https://doi.org/10.1109/IROS58592.2024.10802820
Vinymap: a Vineyard Inspection and 3D Reconstruction Framework for Agricultural Robots.,https://doi.org/10.1109/IROS58592.2024.10801409
Sim2real Cattle Joint Estimation in 3D point clouds.,https://doi.org/10.1109/IROS58592.2024.10801591
Ground-Density Clustering for Approximate Agricultural Field Segmentation.,https://doi.org/10.1109/IROS58592.2024.10802415
A Convex Formulation of Frictional Contact for the Material Point Method and Rigid Bodies.,https://doi.org/10.1109/IROS58592.2024.10801598
Differentiable Collision-Free Parametric Corridors.,https://doi.org/10.1109/IROS58592.2024.10802782
IMU Based Pose Reconstruction and Closed-loop Control for Soft Robotic Arms.,https://doi.org/10.1109/IROS58592.2024.10802377
EyeSight Hand: Design of a Fully-Actuated Dexterous Robot Hand with Integrated Vision-Based Tactile Sensors and Compliant Actuation.,https://doi.org/10.1109/IROS58592.2024.10802778
Robust Backstepping Controller with Adaptive Sliding Mode Observer for a Tilt-Augmented Quadrotor With Uncertainty Using SO(3).,https://doi.org/10.1109/IROS58592.2024.10801541
"Design, Prototype, and Performance Assessment of an Autonomous Manipulation System for Mars Sample Recovery Helicopter.",https://doi.org/10.1109/IROS58592.2024.10802158
The Control Strategy for Vehicle Transfer Robots in RO/RO Terminal Environments.,https://doi.org/10.1109/IROS58592.2024.10801881
Visuo-Tactile Exploration of Unknown Rigid 3D Curvatures by Vision-Augmented Unified Force-Impedance Control.,https://doi.org/10.1109/IROS58592.2024.10801386
Time-Optimal TCP and Robot Base Placement for Pick-and-Place Tasks in Highly Constrained Environments.,https://doi.org/10.1109/IROS58592.2024.10801373
Evaluation of the Design of a Tool for the Automated Assembly of Preconfigured Wires*.,https://doi.org/10.1109/IROS58592.2024.10802773
Image to Patterning: Density-specified Patterning of Micro-structured Surfaces with a Mobile Robot.,https://doi.org/10.1109/IROS58592.2024.10802317
Modernising Delivery: A Low-Energy Tethered Package System Using Fixed-Wing Drones.,https://doi.org/10.1109/IROS58592.2024.10802785
IDF-MFL: Infrastructure-free and Drift-free Magnetic Field Localization for Mobile Robot.,https://doi.org/10.1109/IROS58592.2024.10802339
Data-Driven Modeling of Cable Slab Dynamics via Neural Networks.,https://doi.org/10.1109/IROS58592.2024.10801972
"One Problem, One Solution: Unifying Robot Design and Cell Layout Optimization.",https://doi.org/10.1109/IROS58592.2024.10801417
Soft Task Planning with Hierarchical Temporal Logic Specifications.,https://doi.org/10.1109/IROS58592.2024.10801732
