Title,DOI
An Iterative Approach for Heterogeneous Multi-Agent Route Planning with Temporal Logic Goals and Travel Duration Uncertainty.,https://doi.org/10.1109/ICRA57147.2024.10611519
Phasic Diversity Optimization for Population-Based Reinforcement Learning.,https://doi.org/10.1109/ICRA57147.2024.10610814
VO-Safe Reinforcement Learning for Drone Navigation.,https://doi.org/10.1109/ICRA57147.2024.10611487
RoCo: Dialectic Multi-Robot Collaboration with Large Language Models.,https://doi.org/10.1109/ICRA57147.2024.10610855
Collision Avoidance and Navigation for a Quadrotor Swarm Using End-to-end Deep Reinforcement Learning.,https://doi.org/10.1109/ICRA57147.2024.10611499
Multi-Level Action Tree Rollout (MLAT-R): Efficient and Accurate Online Multiagent Policy Improvement.,https://doi.org/10.1109/ICRA57147.2024.10610888
Stimulate the Potential of Robots via Competition.,https://doi.org/10.1109/ICRA57147.2024.10611581
Multi-modal 3D Human Tracking for Robots in Complex Environment with Siamese Point-Video Transformer.,https://doi.org/10.1109/ICRA57147.2024.10610979
Efficient Gesture Recognition on Spiking Convolutional Networks Through Sensor Fusion of Event-Based and Depth Data.,https://doi.org/10.1109/ICRA57147.2024.10610824
Point Cloud-Based Control Barrier Function Regression for Safe and Efficient Vision-Based Control.,https://doi.org/10.1109/ICRA57147.2024.10610647
An Image Acquisition Scheme for Visual Odometry based on Image Bracketing and Online Attribute Control.,https://doi.org/10.1109/ICRA57147.2024.10611141
MagicTac: A Novel High-Resolution 3D Multi-layer Grid-Based Tactile Sensor.,https://doi.org/10.1109/ICRA57147.2024.10610615
Mobile Bot Rotation Using Sound Source Localization And Distant Speech Recognition.,https://doi.org/10.1109/ICRA57147.2024.10610539
Diving into the Depths of Spotting Text in Multi-Domain Noisy Scenes.,https://doi.org/10.1109/ICRA57147.2024.10611120
Masked Local-Global Representation Learning for 3D Point Cloud Domain Adaptation.,https://doi.org/10.1109/ICRA57147.2024.10611402
Continuous Adaptation in Person Re-identification for Robotic Assistance.,https://doi.org/10.1109/ICRA57147.2024.10611226
Incorporating Scene Graphs into Pre-trained Vision-Language Models for Multimodal Open-vocabulary Action Recognition.,https://doi.org/10.1109/ICRA57147.2024.10611454
LPS-Net: Lightweight Parameter-shared Network for Point Cloud-based Place Recognition.,https://doi.org/10.1109/ICRA57147.2024.10610758
Joint Response and Background Learning for UAV Visual Tracking.,https://doi.org/10.1109/ICRA57147.2024.10611308
ZS6D: Zero-shot 6D Object Pose Estimation using Vision Transformers.,https://doi.org/10.1109/ICRA57147.2024.10611464
VERSE: Virtual-Gradient Aware Streaming Lifelong Learning with Anytime Inference.,https://doi.org/10.1109/ICRA57147.2024.10610702
Experience Consistency Distillation Continual Reinforcement Learning for Robotic Manipulation Tasks.,https://doi.org/10.1109/ICRA57147.2024.10611494
"Adapting to the ""Open World"": The Utility of Hybrid Hierarchical Reinforcement Learning and Symbolic Planning.",https://doi.org/10.1109/ICRA57147.2024.10611594
Lifelong Robot Library Learning: Bootstrapping Composable and Generalizable Skills for Embodied Control with Language Models.,https://doi.org/10.1109/ICRA57147.2024.10611448
Lifelong Robot Learning with Human Assisted Language Planners.,https://doi.org/10.1109/ICRA57147.2024.10610225
Probabilistic Spiking Neural Network for Robotic Tactile Continual Learning.,https://doi.org/10.1109/ICRA57147.2024.10610553
LOTUS: Continual Imitation Learning for Robot Manipulation Through Unsupervised Skill Discovery.,https://doi.org/10.1109/ICRA57147.2024.10611129
Synthesize Efficient Safety Certificates for Learning-Based Safe Control using Magnitude Regularization.,https://doi.org/10.1109/ICRA57147.2024.10610959
GG-LLM: Geometrically Grounding Large Language Models for Zero-shot Human Activity Forecasting in Human-Aware Task Planning.,https://doi.org/10.1109/ICRA57147.2024.10611090
Adaptive Whole-body Robotic Tool-use Learning on Low-rigidity Plastic-made Humanoids Using Vision and Tactile Sensors.,https://doi.org/10.1109/ICRA57147.2024.10610913
Robotic Constrained Imitation Learning for the Peg Transfer Task in Fundamentals of Laparoscopic Surgery.,https://doi.org/10.1109/ICRA57147.2024.10610059
Mobile Robot Oriented Large-Scale Indoor Dataset for Dynamic Scene Understanding.,https://doi.org/10.1109/ICRA57147.2024.10611489
InteRACT: Transformer Models for Human Intent Prediction Conditioned on Robot Actions.,https://doi.org/10.1109/ICRA57147.2024.10610681
Towards learning-based planning: The nuPlan benchmark for real-world autonomous driving.,https://doi.org/10.1109/ICRA57147.2024.10610077
"TBD Pedestrian Data Collection: Towards Rich, Portable, and Large-Scale Natural Pedestrian Data.",https://doi.org/10.1109/ICRA57147.2024.10610335
RoboVQA: Multimodal Long-Horizon Reasoning for Robotics.,https://doi.org/10.1109/ICRA57147.2024.10610216
RH20T: A Comprehensive Robotic Dataset for Learning Diverse Skills in One-Shot.,https://doi.org/10.1109/ICRA57147.2024.10611615
Lightweight Untethered Soft Robotic Fish.,https://doi.org/10.1109/ICRA57147.2024.10610533
"A scalable, light-controlled, individually addressable, non-metal actuator array.",https://doi.org/10.1109/ICRA57147.2024.10610023
"A Passively Bendable, Compliant Tactile Palm with RObotic Modular Endoskeleton Optical (ROMEO) Fingers.",https://doi.org/10.1109/ICRA57147.2024.10611043
A Phase-Change Emulsion Jamming Gripper for Manipulation of Micro-Scale Textured Surfaces.,https://doi.org/10.1109/ICRA57147.2024.10611273
Design and Fabrication of String-driven Origami Robots.,https://doi.org/10.1109/ICRA57147.2024.10610989
Multi-Confidence Guided Source-Free Domain Adaption Method for Point Cloud Primitive Segmentation.,https://doi.org/10.1109/ICRA57147.2024.10611600
FF-LOGO: Cross-Modality Point Cloud Registration with Feature Filtering and Local to Global Optimization.,https://doi.org/10.1109/ICRA57147.2024.10610549
CAPT: Category-level Articulation Estimation from a Single Point Cloud Using Transformer.,https://doi.org/10.1109/ICRA57147.2024.10611073
EdgePoint: Efficient Point Detection and Compact Description via Distillation.,https://doi.org/10.1109/ICRA57147.2024.10611607
Fast and Robust Point Cloud Registration with Tree-based Transformer.,https://doi.org/10.1109/ICRA57147.2024.10610004
Uncertainty-driven Exploration Strategies for Online Grasp Learning.,https://doi.org/10.1109/ICRA57147.2024.10610056
Pseudo Labeling and Contextual Curriculum Learning for Online Grasp Learning in Robotic Bin Picking.,https://doi.org/10.1109/ICRA57147.2024.10611348
PoseFusion: Multi-Scale Keypoint Correspondence for Monocular Camera-to-Robot Pose Estimation in Robotic Manipulation.,https://doi.org/10.1109/ICRA57147.2024.10610844
Online Fault Detection in Manipulation Tasks via Generative Models.,https://doi.org/10.1109/ICRA57147.2024.10611418
Multi-level Reasoning for Robotic Assembly: From Sequence Inference to Contact Selection.,https://doi.org/10.1109/ICRA57147.2024.10611259
Learning to Design 3D Printable Adaptations on Everyday Objects for Robot Manipulation.,https://doi.org/10.1109/ICRA57147.2024.10610268
Evaluating Robustness of Visual Representations for Object Assembly Task Requiring Spatio-Geometrical Reasoning.,https://doi.org/10.1109/ICRA57147.2024.10610774
Towards Robot to Human Skill Coaching: A ML-powered IoT and HRI Platform for Martial Arts Training.,https://doi.org/10.1109/ICRA57147.2024.10610291
Towards Robo-Coach: Robot Interactive Stiffness/Position Adaptation for Human Strength and Conditioning Training.,https://doi.org/10.1109/ICRA57147.2024.10611028
Model Predictive Control with Graph Dynamics for Garment Opening Insertion during Robot-Assisted Dressing.,https://doi.org/10.1109/ICRA57147.2024.10611478
Comparison of Rating Scale and Pairwise Comparison Methods for Measuring Human Co-worker Subjective Impression of Robot during Physical Human-Robot Collaboration.,https://doi.org/10.1109/ICRA57147.2024.10611050
A transtibial prosthesis using a parallel spring mechanism.,https://doi.org/10.1109/ICRA57147.2024.10610725
Deep Learning based acoustic measurement approach for robotic applications on orthopedics.,https://doi.org/10.1109/ICRA57147.2024.10611713
Towards a Unified Approach for Continuously-Variable Impedance Control of Powered Prosthetic Legs over Walking Speeds and Inclines.,https://doi.org/10.1109/ICRA57147.2024.10610071
Short term after-effects of small force fields applied by an upper-limb exoskeleton on inter-joint coordination.,https://doi.org/10.1109/ICRA57147.2024.10610645
Real-time Dexterous Prosthesis Hand Control by Decoding Neural Information Based on EMG Decomposition.,https://doi.org/10.1109/ICRA57147.2024.10611356
The Un-Kidnappable Robot: Acoustic Localization of Sneaking People.,https://doi.org/10.1109/ICRA57147.2024.10611514
Predicting the Intention to Interact with a Service Robot: the Role of Gaze Cues.,https://doi.org/10.1109/ICRA57147.2024.10610289
Non-Verbal Cues on Robot-Group Persuasion.,https://doi.org/10.1109/ICRA57147.2024.10611310
Language and Sketching: An LLM-driven Interactive Multimodal Multitask Robot Navigation Framework.,https://doi.org/10.1109/ICRA57147.2024.10611462
Dual-modal Tactile E-skin: Enabling Bidirectional Human-Robot Interaction via Integrated Tactile Perception and Feedback.,https://doi.org/10.1109/ICRA57147.2024.10610074
CAMInterHand: Cooperative Attention for Multi-View Interactive Hand Pose and Mesh Reconstruction.,https://doi.org/10.1109/ICRA57147.2024.10610469
Action Segmentation Using 2D Skeleton Heatmaps and Multi-Modality Fusion.,https://doi.org/10.1109/ICRA57147.2024.10610644
ViTacTip: Design and Verification of a Novel Biomimetic Physical Vision-Tactile Fusion Sensor.,https://doi.org/10.1109/ICRA57147.2024.10611186
A Large-area Tactile Sensor for Distributed Force Sensing Using Highly Sensitive Piezoresistive Sponge.,https://doi.org/10.1109/ICRA57147.2024.10610739
A Neuromorphic System for the Real-time Classification of Natural Textures.,https://doi.org/10.1109/ICRA57147.2024.10610401
An Electromagnetism-Inspired Method for Estimating In-Grasp Torque from Visuotactile Sensors.,https://doi.org/10.1109/ICRA57147.2024.10611429
Learning Contact for Haptic Feedback: Switching X-lateral Teleoperators.,https://doi.org/10.1109/ICRA57147.2024.10611571
GelLink: A Compact Multi-phalanx Finger with Vision-based Tactile Sensing and Proprioception.,https://doi.org/10.1109/ICRA57147.2024.10610823
"RainbowSight: A Family of Generalizable, Curved, Camera-Based Tactile Sensors For Shape Reconstruction.",https://doi.org/10.1109/ICRA57147.2024.10609863
Walking-by-Logic: Signal Temporal Logic-Guided Model Predictive Control for Bipedal Locomotion Resilient to External Perturbations.,https://doi.org/10.1109/ICRA57147.2024.10610811
Synthesizing Robust Walking Gaits via Discrete-Time Barrier Functions with Application to Multi-Contact Exoskeleton Locomotion.,https://doi.org/10.1109/ICRA57147.2024.10610537
"Efficient, Dynamic Locomotion through Step Placement with Straight Legs and Rolling Contacts.",https://doi.org/10.1109/ICRA57147.2024.10611056
Data-Driven Latent Space Representation for Robust Bipedal Locomotion Learning.,https://doi.org/10.1109/ICRA57147.2024.10610978
"LIKO: LiDAR, Inertial, and Kinematic Odometry for Bipedal Robots.",https://doi.org/10.1109/ICRA57147.2024.10610222
Geometric Slosh-Free Tracking for Robotic Manipulators.,https://doi.org/10.1109/ICRA57147.2024.10610813
Online-Learning-Based Distributionally Robust Motion Control with Collision Avoidance for Mobile Robots.,https://doi.org/10.1109/ICRA57147.2024.10610765
Prediction of pose errors implied by external forces applied on robots: towards a metric for the control of collaborative robots.,https://doi.org/10.1109/ICRA57147.2024.10610746
Iterative Learning Control for Deformable Open-Frame Cable-Driven Parallel Robots.,https://doi.org/10.1109/ICRA57147.2024.10610529
A Study of Force-Free Control Framework for Industrial Manipulator Tasks Based on High-Pass Filter.,https://doi.org/10.1109/ICRA57147.2024.10610526
Uncertainty-Aware Contextual Visualization for Human Supervision of OCT-Guided Autonomous Robotic Subretinal Injection.,https://doi.org/10.1109/ICRA57147.2024.10610319
A Track-based Colon Endoscopic Robot with Depth Perception Stereo Cameras for Haustral Fold Detection during Colonic Navigation.,https://doi.org/10.1109/ICRA57147.2024.10611617
A Passive Variable Impedance Control Strategy with Viscoelastic Parameters Estimation of Soft Tissues for Safe Ultrasonography.,https://doi.org/10.1109/ICRA57147.2024.10610167
Implicit Neural Representations for Breathing-compensated Volume Reconstruction in Robotic Ultrasound.,https://doi.org/10.1109/ICRA57147.2024.10611443
Shadow-Based 3D Pose Estimation of Intraocular Instrument Using Only 2D Images.,https://doi.org/10.1109/ICRA57147.2024.10611011
Robot Task Planning Under Local Observability.,https://doi.org/10.1109/ICRA57147.2024.10610876
Real-time Whole-body Motion Planning for Mobile Manipulators Using Environment-adaptive Search and Spatial-temporal Optimization.,https://doi.org/10.1109/ICRA57147.2024.10610192
Gaussian Mixture Likelihood-based Adaptive MPC for Interactive Mobile Manipulators.,https://doi.org/10.1109/ICRA57147.2024.10610115
GAMMA: Graspability-Aware Mobile MAnipulation Policy Learning based on Online Grasping Pose Fusion.,https://doi.org/10.1109/ICRA57147.2024.10610125
Dynamic Interaction Control in Legged Mobile Manipulators: A Decoupled Approach.,https://doi.org/10.1109/ICRA57147.2024.10611344
Active-Perceptive Motion Generation for Mobile Manipulation.,https://doi.org/10.1109/ICRA57147.2024.10610714
Visual CPG-RL: Learning Central Pattern Generators for Visually-Guided Quadruped Locomotion.,https://doi.org/10.1109/ICRA57147.2024.10611128
Self-Righting Shell for Robotic Hexapod.,https://doi.org/10.1109/ICRA57147.2024.10610914
Quadruped-Frog: Rapid Online Optimization of Continuous Quadruped Jumping.,https://doi.org/10.1109/ICRA57147.2024.10610141
AeroDima: Cheetah-Inspired Aerodynamic Tail Design for Rapid Maneuverability.,https://doi.org/10.1109/ICRA57147.2024.10610202
Spined Torso Renders Advanced Mobility for Quadrupedal Locomotion.,https://doi.org/10.1109/ICRA57147.2024.10610113
Pegasus: a Novel Bio-inspired Quadruped Robot with Underactuated Wheeled-Legged Mechanism.,https://doi.org/10.1109/ICRA57147.2024.10611633
LeapRun: A Dynamic Soft Robot with Running and Jumping Capabilities.,https://doi.org/10.1109/ICRA57147.2024.10610431
Machine Learning-Driven Burrowing with a Snake-Like Robot.,https://doi.org/10.1109/ICRA57147.2024.10610264
Towards Centimeter-Scale Underwater Mobile Robots: An Architecture for Capable µAUVs.,https://doi.org/10.1109/ICRA57147.2024.10610474
Untethered Bimodal Robotic Fish with Tunable Bistability.,https://doi.org/10.1109/ICRA57147.2024.10610967
Tendon-Driven Continuum Robot for Deep-Sea Application.,https://doi.org/10.1109/ICRA57147.2024.10611177
WAVE: An open-source underWater Arm-Vehicle Emulator.,https://doi.org/10.1109/ICRA57147.2024.10611358
Rapid Resistography with Passive Overhead-perching Mechanism in an Unmanned Aerial System for Wood Structure Inspection.,https://doi.org/10.1109/ICRA57147.2024.10611159
Dual Quaternion Control of UAVs with Cable-suspended Load.,https://doi.org/10.1109/ICRA57147.2024.10610170
Aerial Interaction with Tactile Sensing.,https://doi.org/10.1109/ICRA57147.2024.10611282
A Meter-scale Ornithopter Capable of Jumping Take-off.,https://doi.org/10.1109/ICRA57147.2024.10610300
Autonomous aerial perching and unperching using omnidirectional tiltrotor and switching controller.,https://doi.org/10.1109/ICRA57147.2024.10610445
Simulation and Experimental Validation of an Autonomous Perching and Takeoff Method for a Multirotor UAV on Vertical Surfaces using a Suction Cup.,https://doi.org/10.1109/ICRA57147.2024.10610925
Field-VIO: Stereo Visual-Inertial Odometry Based on Quantitative Windows in Agricultural Open Fields.,https://doi.org/10.1109/ICRA57147.2024.10611284
Online Calibration of a Single-Track Ground Vehicle Dynamics Model by Tight Fusion with Visual-Inertial Odometry.,https://doi.org/10.1109/ICRA57147.2024.10610157
Square-Root Inverse Filter-based GNSS-Visual-Inertial Navigation.,https://doi.org/10.1109/ICRA57147.2024.10611666
Omnidirectional Dense SLAM for Back-to-back Fisheye Cameras.,https://doi.org/10.1109/ICRA57147.2024.10610351
Visual Inertial Odometry using Focal Plane Binary Features (BIT-VIO).,https://doi.org/10.1109/ICRA57147.2024.10610838
JacobiGPU: GPU-Accelerated Numerical Differentiation for Loop Closure in Visual SLAM.,https://doi.org/10.1109/ICRA57147.2024.10611512
MAVIS: Multi-Camera Augmented Visual-Inertial SLAM using SE2(3) Based Exact IMU Pre-integration.,https://doi.org/10.1109/ICRA57147.2024.10609982
Salience-guided Ground Factor for Robust Localization of Delivery Robots in Complex Urban Environments.,https://doi.org/10.1109/ICRA57147.2024.10611696
Block-Map-Based Localization in Large-Scale Environment.,https://doi.org/10.1109/ICRA57147.2024.10610122
Subsurface Feature-based Ground Robot/Vehicle Localization Using a Ground Penetrating Radar.,https://doi.org/10.1109/ICRA57147.2024.10611579
Colmap-PCD: An Open-source Tool for Fine Image-to-point cloud Registration.,https://doi.org/10.1109/ICRA57147.2024.10611582
COIN-LIO: Complementary Intensity-Augmented LiDAR Inertial Odometry.,https://doi.org/10.1109/ICRA57147.2024.10610938
MegaParticles: Range-based 6-DoF Monte Carlo Localization with GPU-Accelerated Stein Particle Filter.,https://doi.org/10.1109/ICRA57147.2024.10610447
Tightly Coupled Range Inertial Localization on a 3D Prior Map Based on Sliding Window Factor Graph Optimization.,https://doi.org/10.1109/ICRA57147.2024.10611195
SPOT: Point Cloud Based Stereo Visual Place Recognition for Similar and Opposing Viewpoints.,https://doi.org/10.1109/ICRA57147.2024.10610293
An Onboard Framework for Staircases Modeling Based on Point Clouds.,https://doi.org/10.1109/ICRA57147.2024.10610407
V-STRONG: Visual Self-Supervised Traversability Learning for Off-road Navigation.,https://doi.org/10.1109/ICRA57147.2024.10611227
Follow the Footprints: Self-supervised Traversability Estimation for Off-road Vehicle Navigation based on Geometric and Visual Cues.,https://doi.org/10.1109/ICRA57147.2024.10611198
TSCM: A Teacher-Student Model for Vision Place Recognition Using Cross-Metric Knowledge Distillation.,https://doi.org/10.1109/ICRA57147.2024.10611612
3D-BBS: Global Localization for 3D Point Cloud Scan Matching Using Branch-and-Bound Algorithm.,https://doi.org/10.1109/ICRA57147.2024.10610810
DynaInsRemover: A Real-time Dynamic Instance-Aware Static 3D LiDAR Mapping Framework for Dynamic Environment.,https://doi.org/10.1109/ICRA57147.2024.10610211
Efficient 3D Instance Mapping and Localization with Neural Fields.,https://doi.org/10.1109/ICRA57147.2024.10611715
Amortized Inference for Efficient Grasp Model Adaptation.,https://doi.org/10.1109/ICRA57147.2024.10610789
Learning Realistic and Reasonable Grasps for Anthropomorphic Hand in Cluttered Scenes.,https://doi.org/10.1109/ICRA57147.2024.10610646
FuncGrasp: Learning Object-Centric Neural Grasp Functions from Single Annotated Example Object.,https://doi.org/10.1109/ICRA57147.2024.10611233
Physical and Digital Adversarial Attacks on Grasp Quality Networks.,https://doi.org/10.1109/ICRA57147.2024.10610886
Scaling Object-centric Robotic Manipulation with Multimodal Object Identification.,https://doi.org/10.1109/ICRA57147.2024.10611181
A Force-Controlled Gripper Capable of Measuring Mechanical Properties of an Object.,https://doi.org/10.1109/ICRA57147.2024.10610496
Accelerating Robotic Picking of Rigid Objects with a Compliant Pneumatic Gripper and an Impact-Aware Trajectory Plan.,https://doi.org/10.1109/ICRA57147.2024.10611505
Vertical Vibratory Transport of Grasped Parts Using Impacts.,https://doi.org/10.1109/ICRA57147.2024.10610769
Bionic Soft Fingers with Hybrid Variable Stiffness Mechanisms for Multimode Grasping.,https://doi.org/10.1109/ICRA57147.2024.10611680
Design and Fabrication of a Novel Miniature Magnetic Gripper.,https://doi.org/10.1109/ICRA57147.2024.10611688
Design of Highly Repeatable and Multi-Functional Grippers for Precision Handling with Articulated Robots.,https://doi.org/10.1109/ICRA57147.2024.10611540
Generalized Partially Destructive Disassembly Planning for Robotic Disassembly.,https://doi.org/10.1109/ICRA57147.2024.10610546
IFFNeRF: Initialisation Free and Fast 6DoF pose estimation from a single image and a NeRF model.,https://doi.org/10.1109/ICRA57147.2024.10610425
VeloVox: A Low-Cost and Accurate 4D Object Detector with Single-Frame Point Cloud of Livox LiDAR.,https://doi.org/10.1109/ICRA57147.2024.10610427
MTRadSSD: A Multi-Task Single-Stage Detector for Object Detection and Free Space Analysis in Radar Point Clouds.,https://doi.org/10.1109/ICRA57147.2024.10611324
Toward Accurate Camera-based 3D Object Detection via Cascade Depth Estimation and Calibration.,https://doi.org/10.1109/ICRA57147.2024.10610281
DA-RAW: Domain Adaptive Object Detection for Real-World Adverse Weather Conditions.,https://doi.org/10.1109/ICRA57147.2024.10611219
Mutual Information-calibrated Conformal Feature Fusion for Uncertainty-Aware Multimodal 3D Object Detection at the Edge.,https://doi.org/10.1109/ICRA57147.2024.10609987
RGB-based Category-level Object Pose Estimation via Decoupled Metric Scale Recovery.,https://doi.org/10.1109/ICRA57147.2024.10611723
Implicit Coarse-to-Fine 3D Perception for Category-level Object Pose Estimation from Monocular RGB Image.,https://doi.org/10.1109/ICRA57147.2024.10610570
Vision-Language Interpreter for Robot Task Planning.,https://doi.org/10.1109/ICRA57147.2024.10611112
Trust-Region Neural Moving Horizon Estimation for Robots.,https://doi.org/10.1109/ICRA57147.2024.10611703
Kinematic-aware Prompting for Generalizable Articulated Object Manipulation with LLMs.,https://doi.org/10.1109/ICRA57147.2024.10610744
ISR-LLM: Iterative Self-Refined Large Language Model for Long-Horizon Sequential Task Planning.,https://doi.org/10.1109/ICRA57147.2024.10610065
Efficient Hybrid Neuromorphic-Bayesian Model for Olfaction Sensing: Detection and Classification.,https://doi.org/10.1109/ICRA57147.2024.10611648
DeFlow: Decoder of Scene Flow Network in Autonomous Driving.,https://doi.org/10.1109/ICRA57147.2024.10610278
Subequivariant Reinforcement Learning Framework for Coordinated Motion Control.,https://doi.org/10.1109/ICRA57147.2024.10610563
A Large-scale Suction-based Climbing Parallel Robot for Wall Painting Application.,https://doi.org/10.1109/ICRA57147.2024.10610067
A Collision-Aware Cable Grasping Method in Cluttered Environment.,https://doi.org/10.1109/ICRA57147.2024.10610559
A Simple Computationally Efficient Path ILC for Industrial Robotic Manipulators.,https://doi.org/10.1109/ICRA57147.2024.10610623
RoboGrind: Intuitive and Interactive Surface Treatment with Industrial Robots.,https://doi.org/10.1109/ICRA57147.2024.10611143
An LLM-driven Framework for Multiple-Vehicle Dispatching and Navigation in Smart City Landscapes.,https://doi.org/10.1109/ICRA57147.2024.10610578
A Retinex Structure-based Low-light Enhancement Model Guided by Spatial Consistency.,https://doi.org/10.1109/ICRA57147.2024.10610021
Autonomous Field-of-View Adjustment Using Adaptive Kinematic Constrained Control with Robot-Held Microscopic Camera Feedback.,https://doi.org/10.1109/ICRA57147.2024.10610663
RoSSO: A High-Performance Python Package for Robotic Surveillance Strategy Optimization Using JAX.,https://doi.org/10.1109/ICRA57147.2024.10610477
Semi-autonomous surface-tracking tasks using omnidirectional mobile manipulators.,https://doi.org/10.1109/ICRA57147.2024.10611518
Towards Optimal Lane-changing Coordination of CAVs in Multi-lane Mixed Traffic Scenarios.,https://doi.org/10.1109/ICRA57147.2024.10611720
Reducing Non-IID Effects in Federated Autonomous Driving with Contrastive Divergence Loss.,https://doi.org/10.1109/ICRA57147.2024.10611202
ODD-based Query-time Scenario Mutation Framework for Autonomous Driving Scenario databases.,https://doi.org/10.1109/ICRA57147.2024.10610412
Hierarchical Learned Risk-Aware Planning Framework for Human Driving Modeling.,https://doi.org/10.1109/ICRA57147.2024.10610354
DESTINE: Dynamic Goal Queries with Temporal Transductive Alignment for Trajectory Prediction.,https://doi.org/10.1109/ICRA57147.2024.10611124
Parallel Optimization with Hard Safety Constraints for Cooperative Planning of Connected Autonomous Vehicles.,https://doi.org/10.1109/ICRA57147.2024.10611158
POLITE: Preferences Combined with Highlights in Reinforcement Learning.,https://doi.org/10.1109/ICRA57147.2024.10610505
CoFRIDA: Self-Supervised Fine-Tuning for Human-Robot Co-Painting.,https://doi.org/10.1109/ICRA57147.2024.10610618
MateRobot: Material Recognition in Wearable Robotics for People with Visual Impairments.,https://doi.org/10.1109/ICRA57147.2024.10610333
Robot-Assisted Navigation for Visually Impaired through Adaptive Impedance and Path Planning.,https://doi.org/10.1109/ICRA57147.2024.10611071
Incremental Learning of Full-Pose Via-Point Movement Primitives on Riemannian Manifolds.,https://doi.org/10.1109/ICRA57147.2024.10610275
Supernumerary Robotic Limbs to Support Post-Fall Recoveries for Astronauts.,https://doi.org/10.1109/ICRA57147.2024.10610849
Lissajous Curve-Based Vibrational Orbit Control of a Flexible Vibrational Actuator with a Structural Anisotropy.,https://doi.org/10.1109/ICRA57147.2024.10610781
Dynamic modeling of wing-assisted inclined running with a morphing multi-modal robot.,https://doi.org/10.1109/ICRA57147.2024.10610678
Design and Modeling of a Nested Bi-cavity-based Soft Growing Robot for Grasping in Constrained Environments.,https://doi.org/10.1109/ICRA57147.2024.10610986
Optimized Design and Fabrication of Skeletal Muscle Actuators for Bio-syncretic Robots.,https://doi.org/10.1109/ICRA57147.2024.10611728
Stochastic Implicit Neural Signed Distance Functions for Safe Motion Planning under Sensing Uncertainty.,https://doi.org/10.1109/ICRA57147.2024.10610773
